comment_text,label
Diva gì mà nói đúng lại còn nói to 😅,1
Vẽ thì không biết chứ người ta vẫn có câu hát hay không bằng hay hát cho nên cái gì mình thấy thích thì mình làm thôi.,0
Thích hát không có nghĩa hát hay nha 😅,0
miệng cười chứ trong lòng ghim nha =)) với ng thích thể hiện tài năng như má thiên hạ mà bị khịa vậy dù là giỡn thì chắc chắn là để bụng. Diva chuyến này sắp bị divo phong s.a.t 🥶,1
Tui thấy ổng hát hay,1
"Thì Hà không biết vẽ nên ổng mới nói thích hát như hà thích vẽ , thì là ổng cũng không biết hát nhưng thích hát , cũng như Hà thích vẽ mà không biết vẽ . Ổng nói đúng mà gay gắt với ổng vậy mn",0
k thấy fan lệ tổ nào vào chửi nhể . ng khác mà nói là fan nó nhẩy cẫng lên ngay ấy mà diva nói thì chỉ có nước câm như hến thôi =))))),-1
Bà Hà bà thông minh lắm,1
Vậy mà toàn đc mời làm giám khảo thị phạm.,0
Thật sự Trấn Thành hát rất có hồn. Hồn như lát,-1
Chị nói thâm như đôi môi của chị vậy =)),0
Đẳng cấp diva 🤣,1
Vậy mà anh bỏ ngoài tai 🙂,0
Vừa hát hay lại vừa giỏi logic....^^,1
Dịu keo z trời,1
"thích phim trấn thành nhưng không hề đi xem, phim có hay éo đâu mà đi",-1
Bà Hà tinh tế thế,1
Thì là Thành k bik hát đó mấy bà. Kkk,0
Việc thích và việc không biết nó k lquan lắm =]]=,0
Vẫn chưa hiểu nổi sao thèng này nhiều fan :))),-1
Nâu ai hát cũng chấn động,0
Ko biết anh Thành có nghĩ là chị Hà khịa đểu ko nhỉ,-1
mợ Hà thở thôi cũng thành quote :)),0
"đúng là ng con gái của Tràng An nghìn năm văn vở, keo thật:)",1
Đã vậy còn toàn chọn mấy bài khó 😞,0
TT đâu phải ca sĩ,0
Nghe mà tức dùm TT á 🥲,0
"Trấn thành đang khóc trên núi tiền vì buồn, tức quá mai sắm cặp nước hoa vài tỷ với cái đồng hồ chục tỷ đỡ buồn",0
Ko có lòng dòng 😅,0
100 điểm mặn cho chị 🤣🤣🤣,1
Hà với được Trấn Thành cũng may cho Hà.,0
Tại bà Thu Minh đó ..khen nó lắm vào làm nó tưởng thật,0
"Trấn Thành : "" Chị không biết vẽ liên quan gì đến tui""😂",0
Là sao cô là cô khen hay cô chê cô,0
người có học chửi nghe sâu cay đã thế 🤣,1
thích với biết nó khác nhau mà :))),0
Dí ác =)))),0
Là đang khen hay chê 😀,0
Vậy chớ ai nói hát dở cái giặn :)),-1
Ảnh có hiểu ý c ấy k :)),0
Bị chửi vẫn phải cười...nhục nhỉ,-1
Cười thôi đừng ai nói gì hết nó đau lắm 🤣,0
Tôi thấy trên fb rồi nhưng không thèm xem nhưng vì cái stt này nên phải xem nó dở thế nào. Đúng dở thật 🤣,-1
công kick 1 ng thích thú đến vậy sao ?,-1
"Nghi Quach nếu bác thắc mắc tại sao mỏ tôi hỗn, đó là vì xung quanh tôi là content như này 🌝",0
"Đã nói gần đúng rồi lại còn nói to, Thành nó buồn đấy",-1
Người ta đc mời là BGK đấy 😳 bà đc mời chưa 🤣,0
Đivô đi ra Hà Trần có được như T T chưa ? Họ hát không hay nhưng họ đã tài . Còn Trần ????,-1
😅😅😅😅móa h tao mới hiểu câu giết người tru tâm chả cần hành động,0
khổ.đá xoáy ít thôi nó lại khóc trên sâm khâu luôn bây giờ,-1
Hà k thích vẽ kệ hà thành thích hát,0
nó lại sắp khóc giờ😂😂😂,-1
Thích là 1 chuyện. Còn hát hay lại là 1 chuyện khác,0
Sở trường lớn nhất của thằng hề này là khóc nhè. Món đó không ai địch lại nó 😂,-1
Đúng là thằng nhóc thổ tả,-1
chị em thân thiết đến lạ :))),0
Tự huỷ luon. Ngu dmm thồn lành,-1
Phan Huyền Trân quá trời là xéo xắt,0
"Nguyễn Hoàng Minh thic 🎤như Hiếu thích 🎨 vậy , Hiếu k bic 🎨",0
"Phan Phú Quí lên nốt cao vậy mà còn chê, chê nữa anh khóc giờ",-1
Nên ghi nhận đó là 1 lời khen. 🙄🙄🙄,0
"Nó khóc mới đỉnh,đúng thằng hề",-1
Người thông minh đá xoáy cũng rất thông minh😀,1
Thg xàm luôn biết cách nổi trên mặt báo,-1
Trấn Thành hát hay hơn Thanh Lam mà,1
Có khen nhưng ko đáng kể,0
Nhục mặt thiệt chứ 😄😄😄,-1
nói vậy hổng sợ người ta buồn ngta khóc hả chèn 🤣🤣,-1
Oanh Kiều tr ơi tr chọc chi lỡ ảnh khóc k ai dỗ nữa,-1
Thật không bây để đi kể nk,0
Chị giỡn mặt hả,-1
"Thật ra Thành hát khá ổn.
Có điều ko luyện tập nghiêm túc, đã vậy còn hay bắt chước giọng người khác nên mới ra nông nổi",0
Mà cứ phải gồng cứng người lên hát từng chữ để làm gì nhỉ? Trấn Thành sau ngần ấy năm vẫn nghĩ hát như thế là đẳng cấp à? Hi vọng anh hãy từ bỏ ước muốn cầm Mic mà tập trung vào những mảng khác nhiều hơn :))),0
"""Thành hát như Hà vẽ vậy, Hà không biết vẽ"" (Trích lời Diva Hà Trần trong đêm nhạc Birthday ở Phòng trà Bến Thành) :))
Lẽ ra khúc đó mình phải quay video lại làm bằng chứng! Không biết có ai quay được khúc đó không! Kaka",0
"Xem trấn thành hát t nói giống như xem phim kinh dị vậy á 🥹 rợn cả ng. Hồi nghe cánh hồng phai thì cũng đc nhưng mà cứ thấy cấn cấn nên đó giờ t ko nghe thêm bài nào nữa, nhưng mà thỉnh thoảng lướt qua mấy vid ổng hát với thị phạm, t cứ nghĩ ổng bị trúng gió gián đoạn, mồm cứ lành rồi lại méo, lành rồi lại méo...",-1
"Thành hát giống như Hà vẽ vậy.
Hà ko biết vẽ",0
diễn xuất hay đạo diễn thì TT ok mà TT hát thì ôi thôi. khổ ghê thế mà vẫn cứ thích hát,-1
Cá nhân thấy Trấn Thành hát không tệ. So với 1 số người tự nhận là ca sĩ có khi còn tốt hơn (dù không thích Trấn Thành nhưng vẫn công nhận). Nhưng ổng hát cứ kiểu cố gắng làm màu với kiểu cố để giống một ai đó thành ra nó cứ đớt đớt oải cả chưởng. Nói chung nghe rất mệt.,0
Cách Thành xử lý bài hát đã chạm tới tận điểm G của người nghe - chảy cmn cả nước 🥲,-1
"Trong 1 live show nào đó của TT. Thì ổng có giới thiệu là tất cả những gì TT có thể làm đc, từ MC, ca hát, diễn xuất, đạo diễn...tất cả đều đc tụ hội trong chương trình hnay. Nghe giọng hát như đg rặn ấy, lên tone 1 cái ôi mẹ ơi, cái mõ đi xa quá xa 🤣🤣🤣",-1
Fan anh sẽ bảo: tụi mày có hát được như anh t ao ko mà nói 🤣,0
Mới xem tiktok bảo a đa tài hát hay mà k nghe hết đc video a hát 😑,-1
"Chưa nói tới phần nghe, chỉ cần nhìn khẩu hình và biểu cảm khuôn mặt thôi đã đủ sợ hãi rồi…. Goosebumps liên tục…",-1
Nữ có Chi Pu nam có Trấn Thành haha,-1
Nói nữa nó khóc giờ 😂,-1
TT nên im lặng đừng hát hò j thì tốt hơn....,-1
"Ohm, công nhận em nó hát dỡ thiệt.
Thôi Trấn Thành, em nên làm hề, làm film đi cho nó lành em nhé.
Buồn chịu chứ đúng là nghe không thể vào nỗi, hix. Phá hết bài của em Phan Mạnh Quỳnh",-1
Bọn cuồn cuộn con còn nhiều quá 😂🤣,0
Trấn thành không phải ca sĩ nên không thể dùng cái nhìn chuyên môn đánh giá người ta được. Nhưng chắc chắn Trấn Thành hát hay hơn khối người đang chửi ổng,0
"Mình chẳng fan Trấn Thành nhưng phải nói là bnhieu người chà đạp muốn dìm ông ấy nhưng ông ấy giỏi, người giỏi ngày càng kiếm đc nhiều tiền thôi. Họ vẫn làm việc không ngừng nghỉ và họ vẫn thành công.
Chê người ta cũng ko làm mình khá lên nổi đâu.
Hát vậy là biết hát và cũng hay rồi,
Ko làm được ca sĩ nhưng đâu có phải người hát dở",0
Quá sợ hãi :)))),-1
"Ai chê cứ chê, riêng t thấy hay hơn cậu be 47 gấp ngàn lần :))",1
hên được 1 bài Cánh Hồng Phai anh cứ nghĩ mình là ca sỹ,-1
Có hay nhưng ko đáng kể kkk,0
Lì,-1
Bớt khắt khe lại với người khác bạn ơi. Ảnh cũng đâu có nói ảnh debut làm ca sĩ. Thích hát thì hát thôi. Ai mà chả có sở thích.,0
Đúng là “ có cố gắng nhưng vẫn không đáng kể “,0
"giọng ca của Lệ Tổ thực sự là dòng nhạc chữa lành, 2 vợ chồng đang cãi nhau sắp li dị mà nghe cái tự nhiên dừng lại....... quay qua đập điện thoại rồi đấm nhau không trượt phát nào...ai chê cứ chê nha.",-1
Ổng đâu phải ca sĩ hát vậy cũng là ok rồi hát cho vui thôi mà chứ đâu ra album kiếm tiền,0
Bởi vậy người ta đâu có debut làm ca sĩ đâu nè. Mà page gì lên bài vừa đấm vừa xoa vậy trời,0
"Nó phải ca sỹ đéo đâu mà soi? Chẳng qua là người thích hát thì hát thôi,hát góp vui văn hoá văn nghệ cũng soi đc vl",0
Vậy chứ ngồi ghế giám khảo là trổ tài thị phạm dữ lắm à nha 🤣,-1
"Cha nội admin anti thì đừng nghe. Nghe rồi săm soi ngta làm gì. Người ta là diễn viên hài, diễn viên phim, MC chuyên nghiệp chứ có phải ca sĩ thực lực đâu mà đi săm soi giọng hát. Mắc mệt mấy má anti",0
Rồi hát nv có ảnh huong tới mồ mã gia tiên của ông ko.lại ghen ăn tức ở rồi.loại sân si như ông thì lun sau mông ngta thôi,-1
"đó là lý do tớ không coi phim trấn thanh. Làm màu quá, làm gi cung bi ố dè . Nói chug k cùng hệ tư tưởng. Nói vậy cho lành. Tớ không ghét nhug k thích xem phim vây thôi ah",0
Thực sự thì đúng là Trấn Thành hát không tệ nhưng để nói là làm giám khảo cuộc thi liên quan đến hát thì không hợp lí. Cái sự cố làm bộ làm tịch nhìn vào chỉ thấy lố. Anh cứ bình thường thì chắc không đến nỗi làm người khác phải ngại giùm anh.,-1
Nghe muốn méc ỉa,-1
"Cố tình hát nghe mắc ói chứ lúc hát bài cánh hồng phai nghe giọng cũng đc mà, lệ tổ rất biết tạo scandal và làm cho mọi người ghét 👍",-1
"Qua đào tạo, qua trường qua lớp nó vẫn khác thôi. Còn học kiểu TÀU NHANH (Cấp tốc) để rồi có …. Thì cũng k thể bằng thằng đc đào tạo chính quy. CHẤM HẾT 😂😂",0
"ae để ý kỹ thì thấy. bố ấy uốn giọng theo kiểu hàn lâm nhưng nó ko ra mà nó cứ dính dính khẩu hình sao ý. nói chung là chả phải mình bài này, nghe tt hát cảm giác rất khó chiụ. cũng chẳng dám chê vì thực ra tt cũng chỉ là tay ngang ( hát cho vui) , nhưng cái tệ nhất là bố ấy lại rất thíck hay thị phạm và luôn luôn nghĩ là mình có năng khiếu . ai theo dõi tt lâu chắc biết, đã có lúc tính đi theo nghề ca sĩ rồi đó ( làm mini lai vờ sâu luôn mà ) . Ảo tuởng sức mạnh nó kinh khủng thật",-1
"“Mình àh, sao đôi ta a àh” cái khúc anh Thành ảnh nhả cái chữ “ta” một cái tưởng đâu ướt cái Micro luôn rồi! Bố tổ! Tạo scandal này nọ kiếm fame thì ok, chứ mà hát dở với ô dề vậy là tự huỷ luôn rồi!",-1
Ko chê ko khen tại cũng chưa nghe. Nhưng mà nhạc Quỳnh đâu phải muốn là hát đc 😂😂😂,0
Có nhiều người ganh tị. Nhiều người muốn loại đối thủ. Tui thì kg theo bên nào. Mà nói thật. Thằng này có tài thật. Đừng ganh tị khi khả năng mình có hạn,0
Bài này mình chưa nghe nhưng làm gì quá đáng lắm mà Ad chê ko còn điểm gì để nói thế. Giọng Trấn Thành ok. Nhưng cách hát ko nghe ra là một ca sỹ thực sự nên gây khó chịu cho những người nào ko thích bạn ấy. Ko biết mn thế nào nhưng riêng mình thấy Trấn Thành hát bài Màu Mắt Nhung trong live show của Như Quỳnh nghe tiến bộ và hay,0
Anh Xìn hát hay quá luôn🥰,1
Riêng phần âm nhạc cụ thể là Hát thì Trấn Thành chưa bao giờ là một người dc học hành ! Cụ thể hơn và rõ ràng hơn là Vô Học ! Cái Vô Học khác tôi ko biết ! Chỉ thấy ngứa tai ngứa mắt chút chút thế thôi,-1
Thằng này nó lộng ngôn nó chắc nó vẫn nghĩ là mn khên nó hát thật. Chữ liêm sỉ chắc nó ko còn thì phải mn nhỉ,-1
"Vẫn chênh phô, giả trân và màu mè. Chuẩn không cần nói gì hơn. Tệ nhất là cái khẩu hình, cố méo cái miệng, nhếch cái mép làm màu nhìn giả trân vãi",-1
Nỗi hết ốc ác tới bàn chân phải lấy vớ mang..khi nghe NÓ HÓT.,-1
"tui cũng thấy TT hát bài này dở, mà con ad ghét TT à dẫy nẫy dữ vậy, tiếc mục góp vui nếu không vui có thể giải lao hay kiểm tra điện thoại, hoặc đi wc rồi quay lại xem tiếc mục tiếp theo chứ mua vé chỉ xem TT hát thôi hay sao mà dẫy",-1
Nghe nó hát ngại dùm thật 🤣🤣,-1
"Không còn thấy hát bài ""Đất phương nam"" nửa",0
Anh cứ lì như vậy cho e nha a Thành 🥲 mãi iu,0
Bò rống có hôm cũng khàn Trấn thành nó hát ko tới thì ko khac gì Bò ... vậy đi,-1
May phim chính là pmq hát . chú mày hát thì chó xem .,-1
Cố để thành đa tài,0
Gặp em là tác giả em ko cho hát luôn.. cái nào ra cái đó.. hát ko nghe ra cái gì,-1
Giọng này chỉ đủ để tham gia ca hát góp vui khi họp mặt bạn bè thôi !,0
Hát như lol mà cũng đòi thị phạm về nhạc😀,-1
"Bà Thùy Chi kêu ông Thành hát tình cảm, Vì một câu khen, có lẽ là xã giao, nên ổng càng hát nhiều hơn :)))",0
"Mình có 1 thắc mắc mãi, ông này biết sáng tác nữa hả ad ? 😐😐",0
Hát nó khác với diễn .,0
Nói chính xác là chắc có thù với âm nhạc vậy mà vẫn được ngồi ghế giám khảo trong những cuộc thi về dòng nhạc bolero mới ghê chứ.,0
Có nét nhưng hơi mờ,0
Nhưng rất thích thị phạm cho ca sỹ.,0
"Ở VN chắc mỗi TT mới dám làm vậy, chắc TG cũng vậy :)",0
"Bữa hát song ca bài Thói Đời với danh ca Trường Vũ thấy ổng muốn bịt miệng cười mà không dám tại đang trên sân khấu. Ông Trúc Phương nhiều khi ổng còn sống ổng ngồi dưới nghe xong ổng cho ăn ngay chiếc dép vô mặt, hư hết một tuyệt tác của người ta",-1
"Tin tôi đi nếu bạn có được sự nổi tiếng, thành công như TT thì bạn cũng sẽ làm nhiều thứ không phải là sở trường của bạn :). Khán giả nghe cũng vô vàn kiểu, khách quan, chủ quan, fans cuồng,…đều có cách thẩm nhạc của họ. Vdu như ST MTP đc cho là có giọng hát bt, ko nổi bật nhưng ai nghĩ cậu đó lại là thủ khoa nhạc viện, ra bài nào hit bài đó, chưa kể nếu nói về sức ảnh hưởng trong giới âm nhạc thời điểm hiện tại thì có ca sỹ nào vượt qua đc cậu đó cả.",0
"Thấy ổng chỉ hát bài Cánh hồng phai tạm đc .còn lại hát bài nào thì bài đó ""ố dề """,0
Yêu ca hát là được. Hát hay ko bằng hay hát. Anh ý ko phải ca sĩ. Hoan hỷ đi. Coi như góp vui văn nghệ🤣🤣🤣,0
"Hát rất có hồn nha, hồn như lát",-1
Mình thổi kèn giỏi thì nên thổi kèn thôi lấn sân qua cả hát làm gì trấn lột,-1
hay là h mình khóc kiểu ráp đi Thành ^^,0
T nghe vui vẻ. Phân tích dữ thế:))))),0
hát zui và đam mê khối ng mong ko đc,0
Nghe dở thật,-1
"Tội a tui, cố xử lý cho khác bọt, ai dè đi vào lòng đất, xui 🥲",0
"K thích cái kiểu ngta thích hát thôi đâu có nhận là ca sĩ đâu, thích thì về nhà đóng cửa lại tự hát tự nghe là k có chuyện,",0
"Mọi người hiểu lầm rồi, cái clip đó là clip hài mak có phải clip hát đâu mak trách ảnh 🥹",0
Bạn ý luyện mãi mới được giọng như thế đấy.,0
"Thì đã bao giờ tao nhận tao là ca sĩ đâu,chúng mày cấm tao hát à?( Trấn thành nói vậy )",0
"Thực ra nó đang hát trong niềm khoan khoái trăm tỷ thôi. Nó khôn ở chỗ, biết dùng tiền để thuê người ""siêu giỏi"" làm. Thành ra giờ nó ngạo mạn vậy đó. Tất nhiên là ko có luật nào cấm việc khoe khoang cả, nhưng nó làm lố bịch và kiểu: Tao đấm vào mặt ""chúng mày - đám ngu"", tao vậy đó.",-1
Hát kèm diễn hài mà mọi người sao hông nhận ra ?,0
"Sướng người hát, khổ người nghe, Phan Mạnh Quỳnh đau lòng :D",0
Vẫn hơn Chi Pu là được,0
Khói khịa gì vậy ạ ?,0
Có làm đc như nó ko?,0
"Anh này hát hay như Phan Mạnh Quỳnh, nhưng mà là quỳnh cha nà đèng đéng đeng đèng đeng",0
Hát cho vui ??? Giờ nhiều dola rồi kkk ???,0
"Người ta đang là Mc,nhà sx phim,diễn viên hài. Người ta có xưng danh họ là ca sỹ đâu , dzay mà bỏ thời gian cả một bài viết để nhận xét. Hông hiểu nỗi luôn. Cái gì ra cái đó. Nếu họ thi ca hát thì khen chê đã đành,khổ thiệt,xh này ko nên nổi tiếng,nổi lag nó dập tới bời luôn. Có ai ăn của họ gì ko nhỉ.",0
"Thành không ý thức được mình hát tệ đâu,tại Thành luôn nghĩ mình giỏi,mình hay cái gì cũng nhất nên mới ố dề thế này..",-1
Nghe đoạn phiêu thật kinh khủng 😂,-1
"Hát kiểu này là kiểu "" Chưa học bò đã lo học chạy nè"" TT nên hát mộc thật chuẩn, thật hay và cảm xúc đã... hát cơ bản mộc mạc mà hay là đã đủ rồi...

Còn thêm kỹ thuật hay phá cách... hay phiêu... hay chứng tỏ cá tính thì khi mình làm tốt phần trên đã... 😛",0
"Thế mạnh của TT là MC và hài kịch, những mảng khác cũng giỏi thế là đu rồi hát đểthỏa mãn đam mê chứ thành ca sĩ thì bình thường lắm không thể làm divo được đâu đừng quá cố",0
"Mỗi người 1 nghề.Không phải ca sĩ chuyên nghiệp hát dc như thế là quá OK rồi,",1
Vậy làm giám khảo mới hay chó 1lu bất tài,-1
Tôi thích Trấn Thành nhưng bài này viết cũng đúng quá cơ 👍,1
"Hà Trần thân với TT mà, tính cách chị lại thẳng thắn quá khiến cậu em vạ lây 😆. Nhưng TT cũng không nhận mình là ca sĩ, chứ có những ""ca sĩ"" tự xưng mà hát cũng dở, còn đi hát phòng trà, liveshow kiếm tiền. Bản thân TT cũng không cần làm ca sĩ vì giỏi mảng khác. Còn Ad nhà này thì chỉ giỏi mỗi nói móc 😂",0
"Cuối năm ngoái đi coi show cô NQ xong TT lên sk chia sẻ là dạo này cũng có đi học thanh nhạc các kiểu r đó quý vị nghe và cảm nhận. Thì cũng chạm á mà ko chạm cảm xúc, chạm đáy nỗi đau 💁🏻‍♂️",0
"Nói chung bản thân của ad DivoDiva là người có chuyên môn về thanh nhạc,nhưng méo nổi tiếng,méo có sức hút của truyền thông nên tức,ghen ăn tức ở nên vạch lá tìm sâu,cố soi để hạ bệ người khác,khổ là năng lực chỉ tới đó.",-1
Trấn Thành vẫn tài năng và đức hạnh hơn rất rất nhiều người giá như tui được như anh ấy 🙂,1
"Giọng cũng không đến nỗi, cứ hát đúng chất giọng thật có khi người nghe còn thấy vui tai. Nội lực không có sao cứ phải cố dùng kỹ thuật quá sức.",0
Ảnh cứ nghĩ ảnh là Hồng Ngọc mix Đàm Vĩnh Hưng :))),0
"Z chứ đc đi my hát nak kiem ve tien ty mỗi ngày , có người hát hay mà lam đc z chua nak .",0
"Thành hay mà !!
hay khóc -_-",0
"“Anh có quyền chê, nhưng anh là ai?”trích lời của 1 vị đạo diễn.",0
"thực sự là nghe xong đúng 1 câu là tui tắt liền, vẫn là nên phô diễn cái gì mà mình làm tốt, nghe ""kinh dị"" còn hơn mấy ca lẻ trên tik tok nữa ^^",-1
"Thật ra trước Trấn Thành hát cũng không đến nỗi gì là tệ. Nhưng sau sự cố biểu diễn, giọng của Trấn Thành không còn được như xưa. Nên giờ có tập thì cũng khó mà cải thiện",0
nghe nó hát cứ như đang uống thuốc ấy. thuốc xổ 🙂 vãi cả c,-1
"Mình lại thấy rất ngưỡng mộ người như Trấn Thành, không ngừng thử, sai, cố gắng lại, tìm ra chất riêng 🥰",1
TT hát thì phải so sánh với Ngọc Sơn nhảy! Nó đã éo ra gì nhưng lại nghĩ mình ở trình độ cao lắm...,-1
Kiểm soát nhịp ko ổn lắm.,0
Hát ko hay mới gây cười. Làm lòng người vui vẻ. Hát hay tình cảm thì ngồi khóc u sầu. Thích cái nào,0
Khi công chúng đã ghét rồi thì làm gì cũng đêm ra bàn toán .,0
Đảo phách là gì thế????,0
"Hồi đó, rất lâu rồi , có nghe Trấn Thành hát và thấy ổng hát cũng khá. Song vừa rồi nghe TT hát ở Mỹ trong dịp ra mắt phim ""Mai"" lại thấy giọng ổng bị xuống. Việc này có thể do TT không phải dân chuyên nghiệp nên không luyện thanh mỗi ngày , cũng như sức khỏe đang đuối cũng sẽ ảnh hưởng giọng hát. Tất nhiên với người hát hay bẩm sinh, những nguyên nhân này sẽ không là vấn đề. Còn TT là dân phải cần khổ luyện mới gột nên hồ. Chỉ mong ổng đừng tiếp tục ba hoa về khả năng hát của ổng.",0
Lẽ Nào Khói biết trước TT sẽ live trở lại :),0
"Chuẩn, thật ra giọng ko tệ nhưng để gọi là cám chuyên nghiệp thì quá tầm. Thà cứ hát đơn giản, ít thể hiện kỹ thuật như bài cánh hồng phai thì nó còn dễ nghe",0
Cay rapper quá nên phải cố thể hiện mình hát hay 😅,-1
Anh ấy hát như lồng vâyh,-1
Giọng ca nội bộ là ổn nhất. Dành sự chuyên nghiệp cho những người khác để tránh gây khó chịu cho nhiều người.,0
"Từ ngày có TT và CP, mình đi hát karaoke tự tin hẳn",0
"Đòi hỏi gì trong khi TT ko phải là ca sĩ!?
Hát cho vui hoặc hát phục vụ khán giả ở cương vị 1 diễn viên cũng cần phải đúng kĩ thuật à?",0
Nghĩ thoáng ra thì như mình đang đi hát Karaoke nhưng mà người nghe đông hơn thôi. Khắt khe vậy để được gì vì đâu phải chuyên môn ngta là hat 🤭,0
"Trấn Thành ơi
Yêu mọi điều trừ việc hát biểu diễn
Huhu",0
"Thật ra giọng ca là thiên phú, không thể luyện thanh và học hát là thành ca sĩ được cho dù có đam mê. Mỗi năm các trường nhạc viện đào
tạo thanh nhạc có bao nhiêu người học và trong số đó có được bao nhiêu người được công chúng chấp nhận để sống được với nghề?",0
M khá quý TT nhưng riêng mảng ca hát thì m đồng tình là TT k nên hát mà tập trung mảng khác. TT có tất cả trừ giọng hát nha. Khi mn khen TT hát Sau lời từ khước hay lắm (các page lên status) thì m nghi là anti núp bóng nha. Vì nghe xong là lặng lẽ tắt đi luôn :(.,0
chê vậy fan Xìn có chửi ko ta,0
Thị phạm như ca sĩ mà fan cứ mở mồm ra là a tôi có bao giờ tự nhận...chối 😂😂😂,0
"Thì là nghệ sĩ tạp kỹ chứ có phải ca sĩ đâu 😆 nói chung là cứ đúng chuyên môn nghiệp vụ mà làm, đừng làm lố 🤣",0
Anh nói đạo lý tiếp đi đừng hát,0
"Ko sao, người ta ko khen a hát hay. Mà a cũng chẳng cần. A đã là một tượng đài trong giới nghệ thuật về việc làm hình ảnh và thương mại",1
Cố tạo ra một vỏ bọc hoàn hảo nên làm gì cũng giả trân. Người ta hát vì đam mê thì không cố thể hiện bản thân mà hát thật với chính giọng của mình vì thế nghe nhiều người hát karaoke vẫn rất bắt tai và cảm xúc,0
"Dị ứng th này kinh khủng, chỉ nên làm tròn MC thôi, mà MC thì cũng bớt nói đạo lý là ổn 😌",-1
Cho góp cái ảnh giải trí ạ 😅,0
"Như Hà Trần từng nói"" Tôi yêu hội họa nhưng tôi không biết vẽ""
Còn Trấn Thành yêu âm nhạc nhưng lại không biết hát 🤣",0
Thằng hát thì có khác gì ông Ngọc Sơn hẩy đâu ..! Mịe như con cung quăng.,-1
Cố gắng phô diễn kĩ năng mà quên là ko có kĩ năng để phô diễn,0
"TT là nghệ sĩ hài mà, hát ra chất nghệ sĩ hài ấy thây, nghe cũng mắc cười á, mn nên nhìn nhận theo khía cạnh này đi 🐧",0
tui fan TT nhma ảnh hát dở thiệt cứ ém ém hơi nín nín thở kiểu ngày xưa mình tập làm ca sĩ hay hát í,0
Thằng này mà hát gì. Ảo tưởng quá đà. Dị ứng kiểu tung hô bầy đàn riết nó lại ngỡ mình là ca sỹ.,-1
hát như cái quần què. bày đặt ngồi giám khảo bày người ta hát nữa.,-1
Sau vụ này có lẽ Quỳnh nên cấm thành hát bài của mình dù có thể đã mua đứt :)),0
Nghe hát live rồi. Hay hơn khối ca sĩ nổi tiếng.,1
Trấn Thành cứ cầm mic lên không khóc thì diễn hài. Nguời ta đơn giản lắm mà.,0
"tập trung vào nói những lời ướt tai phụ nữ và làm phim, mc, diễn hài là đc r, đừng bắt chước chipu cứ cầm mic là thành ca sĩ đâu :))",0
"Giống như mấy bà ở chỗ tui, có đám tiệc là lên sân khấu tỏ vẻ rất chuyên nghiệp nhưg hát thì ối dồi ôi 🤣🤣",0
"Hát hay hay dở không là vấn đề, vấn đề là tinh thần hát bị ô dè do ngỡ ta là diva nha",0
"Họ đam mê, họ ko lấy catxe là được👩‍🦳",0
"Ít ít thì còn thấy vui, còn viết bài với kiểu dìm người khác thì thấy phô quá. Họ giờ đã là người thành đạt, suy nghĩ tích cực lên xíu đi, thay vì cứ mãi vạch lá tìm sâu , sao ko để đầu óc thảnh thơi tham khảo, học hỏi những cái hay của họ.",0
"Tt bảo hát được, chứ có nhận hát hay đâu ,hơn nửa họ có phải là CS đâu mà cứ xúm vào chê bai ,như vậy là đã quá giỏi rồi",1
"Thật, mẻ mà hát bình thường chắc cũng ổn....đằng này cứ phải thể hiện nhấn nhá làm giề khum biết nữa",0
"Ad có thể nói trực tiếp đoạn bình luận này thành 1 short video rồi up lên yt, tt thì viral hơn. Vì những bài viết hay ntn ít người đọc vì mỏi mắt!",0
"Hôm trước hình như page có nói Diệu Lâm hông phải ca sĩ nên bỏ qua..nhưng tới TT thì lại vậy?
Rõ ràng ai cũng biết ổng không phải ca sĩ mà sao toxic dữ vậy tr. Hông phải ca sĩ mà đi phân tích chuyên môn dành cho ca sĩ chuyện nghiệp vậy thì có cân hông?",0
Hát dở ói. Hồi Tết lỡ coi hai vợ chồng hát tắt lẹ,-1
Hát cho nghe mà cứ chê hoài. T khóc cho giang cư mận vừa lòng 🤣🤣🤣,0
Thế người ta mới là diễn viên chứ có phải ca sĩ đâu,0
Hài thì ra hài hát thì ra hát .còn hát dở ngta chê dở thôi đừng nói tui không phải ca sĩ hát sao củng đc là vô trách nhiệm thiếu tôn trọng khán giả.. 😂😂😂😂,0
Trước nghe Hết thương cạn nhớ trên Sóng 20 thấy cũng ổn hoá ra là xử lý trong phòng thu rồi. Vừa rồi nghe live a hát thì mới biết a nên tập trung vào làm phim hơn,0
Khi showbeat đang quá nhiều drama. Thì đây cũng là cách tốt nhất để tìm MAI !,0
Tt hát tệ là chuyện bình thường thôi vì hát bằng niềm tin chứ không qua trường lớp chính quy thì sao mà hay được,0
"1 là hát hay, 2 là hát dở...cứ lợ lợ ở khoản giữa rất khó nghe và rất khó chịu.",-1
"Fan ảnh sẻ bảo, tụi mày là fan cô Hằng, ghen tị với tài năng của người ta nên soi với mói. Hoặc là, làm được như hắn chưa mà nói.",0
Khen nó là nó làm ca sỉ luôn đấy..gê lắm,0
"Thôi mà mọi người, hát hay không bằng hay hát , mà thiệt không hát thì hay hơn😄",0
"TT hát dở, và Khói rap cũng siêu dở 😆",-1
Người ta có làm ca sĩ đâu . hát chơi thôi có cần phải toxic vậy không,0
Diễn nhiều quá thành lố bịch,-1
